model,cohort,seed,epoch,loss,seconds,evaluated,valid_coverage@10,valid_coverage@20,valid_hit_rate@10,valid_hit_rate@20,valid_ndcg@10,valid_ndcg@20,valid_recall@10,valid_recall@20,note
bt_dkgrec,original,2021,1,0.658082721580251,15.7,False,,,,,,,,,
bt_dkgrec,original,2021,2,0.5464245252060125,30.9,False,,,,,,,,,
bt_dkgrec,original,2021,3,0.40556675460810526,46.2,False,,,,,,,,,
bt_dkgrec,original,2021,4,0.30402051864004254,61.7,False,,,,,,,,,
bt_dkgrec,original,2021,5,0.24054610731215853,77.2,True,0.0043830994705176835,0.007674080719237857,0.043478260869565216,0.06159420289855073,0.017548887169822336,0.02110899960039717,0.03270247767530376,0.045933635607548644,best
bt_dkgrec,original,2021,6,0.19709981445026883,95.7,False,,,,,,,,,
bt_dkgrec,original,2021,7,0.1656789428906621,111.6,False,,,,,,,,,
bt_dkgrec,original,2021,8,0.14125135028043165,127.8,False,,,,,,,,,
bt_dkgrec,original,2021,9,0.12138605958599878,144.2,False,,,,,,,,,
bt_dkgrec,original,2021,10,0.1061984439482814,160.5,True,0.005948143886575722,0.010262985968231062,0.05615942028985507,0.09057971014492754,0.023959847128154525,0.030213179265731076,0.041037967668402446,0.06352036941996896,best
bt_dkgrec,original,2021,11,0.09291751518034738,178.6,False,,,,,,,,,
bt_dkgrec,original,2021,12,0.08202998124180964,194.7,False,,,,,,,,,
bt_dkgrec,original,2021,13,0.07255491850474541,211.0,False,,,,,,,,,
bt_dkgrec,original,2021,14,0.06480325194734608,227.3,False,,,,,,,,,
bt_dkgrec,original,2021,15,0.05851510100840851,243.5,True,0.006747730441820327,0.011974296217565551,0.06884057971014493,0.09239130434782608,0.028136791115276307,0.0328471169495557,0.049242733810811616,0.066746424095299,best
bt_dkgrec,original,2021,16,0.05256754375090116,261.7,False,,,,,,,,,
bt_dkgrec,original,2021,17,0.047910165694416085,277.9,False,,,,,,,,,
bt_dkgrec,original,2021,18,0.04351924903408018,294.2,False,,,,,,,,,
bt_dkgrec,original,2021,19,0.03981357170289656,310.4,False,,,,,,,,,
bt_dkgrec,original,2021,20,0.03695380712436229,326.5,True,0.00737179799713319,0.013261435550398331,0.06521739130434782,0.08695652173913043,0.028070411991054325,0.033055828327850055,0.04783144592927201,0.06609835414183242,best
bt_dkgrec,original,2021,21,0.034098794826271664,344.7,False,,,,,,,,,
bt_dkgrec,original,2021,22,0.03153759415359369,360.9,False,,,,,,,,,
bt_dkgrec,original,2021,23,0.029573456844450712,377.1,False,,,,,,,,,
bt_dkgrec,original,2021,24,0.02756181483951542,393.3,False,,,,,,,,,
bt_dkgrec,original,2021,25,0.025919643749309277,409.5,True,0.007927608163583708,0.014046395522315291,0.06702898550724638,0.09057971014492754,0.029191457029265715,0.03339306322809888,0.051436335403726705,0.06628622317028114,best
bt_dkgrec,original,2021,26,0.024578693156488935,427.6,False,,,,,,,,,
bt_dkgrec,original,2021,27,0.0231957005189757,443.9,False,,,,,,,,,
bt_dkgrec,original,2021,28,0.021734356081160023,460.1,False,,,,,,,,,
bt_dkgrec,original,2021,29,0.020904986220707106,476.3,False,,,,,,,,,
bt_dkgrec,original,2021,30,0.019927330684243003,492.5,True,0.008420036468947763,0.014894737355318714,0.06702898550724638,0.09239130434782608,0.028433123703492477,0.03339617037665019,0.04946538800705467,0.06770210298290007,best
bt_dkgrec,original,2021,31,0.0189556777011416,510.6,False,,,,,,,,,
bt_dkgrec,original,2021,32,0.018111113011231104,526.8,False,,,,,,,,,
bt_dkgrec,original,2021,33,0.01724088022607091,543.1,False,,,,,,,,,
bt_dkgrec,original,2021,34,0.016630658436899103,559.3,False,,,,,,,,,
bt_dkgrec,original,2021,35,0.015903550963303002,575.4,True,0.008878336079880648,0.015513929382855694,0.06702898550724638,0.09420289855072464,0.029709007658267512,0.034537995894849426,0.04935971167855226,0.06652456675101602,best
bt_dkgrec,original,2021,36,0.015383805751130377,593.7,False,,,,,,,,,
bt_dkgrec,original,2021,37,0.014855269708883142,609.9,False,,,,,,,,,
bt_dkgrec,original,2021,38,0.01455187466257619,626.1,False,,,,,,,,,
bt_dkgrec,original,2021,39,0.013960074463135946,642.2,False,,,,,,,,,
bt_dkgrec,original,2021,40,0.013748329599905133,658.4,True,0.009263502774175305,0.01617212563259973,0.07246376811594203,0.09239130434782608,0.030403331194205234,0.0337610713452335,0.05393482574189095,0.06531683728241698,khong cai thien (1/20)
bt_dkgrec,original,2021,41,0.013281561306492749,676.5,False,,,,,,,,,
bt_dkgrec,original,2021,42,0.012938417584190728,692.7,False,,,,,,,,,
bt_dkgrec,original,2021,43,0.01253615655211927,708.9,False,,,,,,,,,
bt_dkgrec,original,2021,44,0.012176681037599897,725.1,False,,,,,,,,,
bt_dkgrec,original,2021,45,0.011939278968944707,741.3,True,0.009638918412918198,0.016684056049067312,0.07246376811594203,0.09963768115942029,0.029459160357651747,0.035196997801087766,0.05083163196840733,0.0724787449198681,best
bt_dkgrec,original,2021,46,0.011529653464735955,759.4,False,,,,,,,,,
bt_dkgrec,original,2021,47,0.01136375807095538,775.6,False,,,,,,,,,
bt_dkgrec,original,2021,48,0.01108570282865351,791.8,False,,,,,,,,,
bt_dkgrec,original,2021,49,0.010975589211058397,808.0,False,,,,,,,,,
bt_dkgrec,original,2021,50,0.010697904176742065,824.2,True,0.009790059773970532,0.01729837254882841,0.07427536231884058,0.09782608695652174,0.030580530063246094,0.03510472981106899,0.051821299171842646,0.06880218463098897,khong cai thien (1/20)
bt_dkgrec,original,2021,51,0.010475632989046666,842.3,False,,,,,,,,,
bt_dkgrec,original,2021,52,0.010226776070684339,858.6,False,,,,,,,,,
bt_dkgrec,original,2021,53,0.01015109618602133,874.7,False,,,,,,,,,
bt_dkgrec,original,2021,54,0.009915868446321714,890.9,False,,,,,,,,,
bt_dkgrec,original,2021,55,0.009679368301939873,907.1,True,0.010058213801644029,0.017673788187571305,0.07608695652173914,0.09782608695652174,0.03132424205731632,0.03585968640144395,0.052653377721312504,0.06989371588556371,best
bt_dkgrec,original,2021,56,0.009613250439436623,925.4,False,,,,,,,,,
bt_dkgrec,original,2021,57,0.009333288362404144,941.6,False,,,,,,,,,
bt_dkgrec,original,2021,58,0.009266059559519405,957.7,False,,,,,,,,,
bt_dkgrec,original,2021,59,0.00915737597812881,973.9,False,,,,,,,,,
bt_dkgrec,original,2021,60,0.009064171984595434,990.1,True,0.010189853051592835,0.01816621649293536,0.07427536231884058,0.10507246376811594,0.03113387787474006,0.03760792410139852,0.052200479170587864,0.0766570009097183,best
bt_dkgrec,original,2021,61,0.008985481950780819,1008.2,False,,,,,,,,,
bt_dkgrec,original,2021,62,0.008665667720386697,1024.4,False,,,,,,,,,
bt_dkgrec,original,2021,63,0.008662860483869366,1040.6,False,,,,,,,,,
bt_dkgrec,original,2021,64,0.008710494454394153,1056.8,False,,,,,,,,,
bt_dkgrec,original,2021,65,0.008422283387924917,1073.0,True,0.010501886829249267,0.018497752381695317,0.06884057971014493,0.10326086956521739,0.029809190423444976,0.0371188783590414,0.049907230953426605,0.07733778650898215,khong cai thien (1/20)
bt_dkgrec,original,2021,66,0.00828716539944057,1091.3,False,,,,,,,,,
bt_dkgrec,original,2021,67,0.008244133997496437,1107.5,False,,,,,,,,,
bt_dkgrec,original,2021,68,0.008137184122405862,1123.6,False,,,,,,,,,
bt_dkgrec,original,2021,69,0.008106182613577446,1139.7,False,,,,,,,,,
